record_id,title,pages,authors,doi_confirmed_in_pdf,zenodo_record,html,text,data,characters_extracted,words_extracted,source_pdf_filename,source_pdf_sha256,visual_pages,low_text_pages
18853034,After Ubiquitous Computing: The Ambient Era Canon as the Thermodynamic Closure of the Symbolic Paradigm,5,Raynor Eissens,,https://zenodo.org/records/18853034,papers/18853034.html,text/18853034.txt,data/18853034.json,7349,1003,18853034_After Ubiquitous Computing A Foundational Reset The Ambient Era Canon as the Thermodynamic Closure of the Symbolic Paradigm.pdf,8c0fa37101054200ed890eab2caea26bb8676e1807554cb39199a2e94299644f,,
18839998,Chromatic Manifolds & the Thermodynamic Minimum for AI Reasoning (2026),7,Raynor Eissens,,https://zenodo.org/records/18839998,papers/18839998.html,text/18839998.txt,data/18839998.json,7883,1028,18839998_Chromatic Manifolds & the Thermodynamic Minimum for AI Reasoning (2026….pdf,d6d2263508f21d2b74ad2e5895b1d334838a0b968be5a90fdafdde55e67da0a3,4,
18836223,Prior Art Declaration (v1.0) — Ambient Era Canon,6,Raynor Eissens,,https://zenodo.org/records/18836223,papers/18836223.html,text/18836223.txt,data/18836223.json,6395,894,18836223_Ambient Era Canon — Complete Prior Art Declaration (v1.0).pdf,6dae67f711f4c1d2e3715f4c1516cff685eac59148c641fd81d960709df23d41,,
18826759,CRF-1 — Chromatic Residue Framework: A Low-Entropy Semantic Encoding Layer for Deterministic Decoding,6,Raynor Eissens,,https://zenodo.org/records/18826759,papers/18826759.html,text/18826759.txt,data/18826759.json,6881,945,18826759_CRF-1 — Chromatic Residue Framework.pdf,5875831c9f4fdb9f3143dabe0e6409cbc9a9248e095c078825011c136dfa79a4,,
18826728,From Tokens to Fields: Integrating High-Entropy Symbolic Reasoning with a Low-Entropy Chromatic Layer for Exponential Cognitive Acceleration,6,Raynor Eissens,,https://zenodo.org/records/18826728,papers/18826728.html,text/18826728.txt,data/18826728.json,6911,941,18826728_From Tokens to Fields.pdf,9358b56e89e576cba929f0f85282f691e8ef0976b0b10b9d079eae7edd3ec3bd,,
18823664,Color as Broadcast: Establishing a Non-Symbolic Transmission Layer for AI-Native Systems,6,Raynor Eissens,,https://zenodo.org/records/18823664,papers/18823664.html,text/18823664.txt,data/18823664.json,7923,1063,18823664_Color as Broadcast  Establishing a Non-Symbolic Transmission Layer for AI-Native Systems.pdf,33aa974cb8dcd4fc813b02c81a914e14795b909c0f39a4b22fd54ae4eae73b59,,
18823212,"CDL-1 — Chromatic Dissolution Loop (Ambient Era Canon, 2026)",4,Raynor Eissens,,https://zenodo.org/records/18823212,papers/18823212.html,text/18823212.txt,data/18823212.json,4580,642,18823212_CDL-1 — Chromatic Dissolution Loop.pdf,6f81e1b5d4011bc273da11e84468bd22fde6ad40448789f197277b5f0f58feee,,
18819787,"TML-1Ω — Anchor Dissolution Law (Ambientphone Canon, 2026)",4,Raynor Eissens,,https://zenodo.org/records/18819787,papers/18819787.html,text/18819787.txt,data/18819787.json,5219,674,18819787_TML-1Ω — Anchor Dissolution Law.pdf,86f98a8e8165a1cf7a01125b7e802d6394de474252fc23e481c381f127e9b42f,,
18817793,From Recursive Identity (RC+ξ) to Ambient Identity (CIR-1): A Thermodynamic Unification of Post-Symbolic Identity Formation,8,Raynor Eissens,,https://zenodo.org/records/18817793,papers/18817793.html,text/18817793.txt,data/18817793.json,5592,832,18817793_From Recursive Identity (RC+xi) to Ambient Identity (CIR-1).pdf,b41716da3c9c1c4e54a60e1e4caa60e0eb1f35add002433b9874c4eeecd0e8b6,,
18817757,Friston-Contra: Why Active Inference Cannot Model Ambient Cognition,9,Raynor Eissens,,https://zenodo.org/records/18817757,papers/18817757.html,text/18817757.txt,data/18817757.json,9529,1263,18817757_Friston-Contra- Why Active Inference Cannot Model Ambient Cognition.pdf,e0b0b150cc7ce1215f0bb6750272eee51dd9ecf0063d9a3fa9355e288451290f,8,
18813586,AFS-1 ↔ Finance / Payments Mapping: Thermodynamic Authorization Without Identity,12,Raynor Eissens,,https://zenodo.org/records/18813586,papers/18813586.html,text/18813586.txt,data/18813586.json,10353,1447,18813586_AFS-1 ↔ Finance _ Payments Mapping.pdf,182ed8c113cb67ef666dcf63ddf68ed1275daabaa4c436d958d92e7f4f1ba9d8,"2, 3, 4, 8, 9, 11",
18813518,AFS-1 — Aura Field Security: Thermodynamic Security and Authorization in Ambient OS,6,Raynor Eissens,,https://zenodo.org/records/18813518,papers/18813518.html,text/18813518.txt,data/18813518.json,5791,848,18813518_AFS-1 — Aura Field Security.pdf,203ad8ccca9859c20f23a9220f01ae2f6e6a426f05f0514e2de484467742967b,2,
18813465,CIR-1 — Coherence Identity Resolution: Identity Without Identity in Ambient OS,6,Raynor Eissens,,https://zenodo.org/records/18813465,papers/18813465.html,text/18813465.txt,data/18813465.json,5598,806,18813465_CIR-1 — Coherence Identity Resolution.pdf,f0e410eba257ec410ad1f33685c786b39a44debf4df1a1e952c6f5b56af0ab83,"2, 3, 4",
18813409,ACR-1 — Ambient Coherence Resolution with TW-1 Thermodynamic Verification Window,5,Raynor Eissens,,https://zenodo.org/records/18813409,papers/18813409.html,text/18813409.txt,data/18813409.json,5348,793,18813409_ACR-1 — Ambient Coherence Resolution.pdf,767875217b672b1eba813b2e2db239a6021064c7f11db062c75cf8408c38a943,"2, 3, 4",
18813314,AXL-1 — Ambient Cross-Lock: X-Gesture Activation of Purple Context State in Ambient OS,3,Raynor Eissens,,https://zenodo.org/records/18813314,papers/18813314.html,text/18813314.txt,data/18813314.json,3664,505,18813314_AXL-1 — Ambient Cross-Lock (X-Cross Gesture).pdf,2d6aeb4f966436a8beb759ff0fdb595f3040de9acc76e415f7b501f44479bdcb,1,
18809316,"CFC-0 — Chromatic Fieldcast Protocol Ambient Era Canon, 2026",2,Raynor Eissens,,https://zenodo.org/records/18809316,papers/18809316.html,text/18809316.txt,data/18809316.json,2044,274,18809316_CFC-0 — Chromatic Fieldcast Protocol.pdf,85af7b90d07ec4dd22f5f17b1db067b382741f8fe88e02f85e8dd49137e9148d,,
18809266,"ABL-1 — Ambient Broadcast Law Ambient Era Canon, 2026",2,Raynor Eissens,,https://zenodo.org/records/18809266,papers/18809266.html,text/18809266.txt,data/18809266.json,2317,304,18809266_ABL-1 — Ambient Broadcast Law.pdf,53643233040d33a63e285d6e17fa51c2bd7fc815214ceb1b2493a1bcc8ce0c70,,
18808337,"FCL-0 — FCCF: FieldCast ↔ ColorFieldCommunication Loop Ambient Era Canon, 2026",3,Raynor Eissens,,https://zenodo.org/records/18808337,papers/18808337.html,text/18808337.txt,data/18808337.json,2852,398,18808337_FCL-0 — FCCF- FieldCast ↔ ColorField Communication Loop.pdf,a3f16045820202736ca2d29d2721a24b60d1b6653e8ec8525da67c7ae4930acf,"1, 3",3
18798921,Route Residue as the Origin of Transparent Spatiality A Canonical Clarification within the Ambient Era,7,Raynor Eissens,,https://zenodo.org/records/18798921,papers/18798921.html,text/18798921.txt,data/18798921.json,6214,916,18798921_Route Residue as the Origin of Transparent Spatiality A Canonical Clarification within the Ambient Era .pdf,67c2d76de1024abfef7979ed8c967236b4314b9e0495f00d70a7dcdadf6fc9e6,"1, 2",2
18798843,RTL-1 — The Residue–Transparency Law: Thermodynamic Conditions for Transparent Interfaces,8,Raynor Eissens,,https://zenodo.org/records/18798843,papers/18798843.html,text/18798843.txt,data/18798843.json,6237,903,18798843_RTL-1 — The Residue–Transparency Law.pdf,79ec2bba44b8ec3e56da87c3a616b740444f427743010bed0d5718ac3fed8652,"3, 4",
18798511,RAL-1 — Residue Anchoring Law: The Thermodynamic Precondition for Spatial Interfaces,8,Raynor Eissens,,https://zenodo.org/records/18798511,papers/18798511.html,text/18798511.txt,data/18798511.json,6436,936,18798511_RAL-1 — Residue Anchoring Law (also known as Spatial Residue Anchoring) Ambient Era Canon · 2026.pdf,6a44ef973533ea3070f0b7e7c23d57c5ceb5da12b62fb704c8d9596b3dbb2005,"1, 2",2
18793261,"RR₁₀ — Residue Learning and Cognitive Dissipation Systems A General Theory of Reversible Intelligence in Human, Environmental and AI Fields",8,Raynor Eissens,,https://zenodo.org/records/18793261,papers/18793261.html,text/18793261.txt,data/18793261.json,7493,1025,18793261_RR₁₀ — Residue Learning and Cognitive Dissipation Systems.pdf,5a915d4aa1e206b4c5017e46a4118151155a78a0216a1dd15507df87f76b1ca2,1,
18793212,RR₉ — The Residue Body Human Physiology as a Reversible Thermodynamic Field,8,Raynor Eissens,,https://zenodo.org/records/18793212,papers/18793212.html,text/18793212.txt,data/18793212.json,8008,1168,18793212_RR₉ — The Residue Body.pdf,d8fc980d43e72cb5eb6668cdf7f7f1f5fbda366ab159aeb1f4b6b5f1d8250711,1,
18793172,"RR₈ — Residue Consciousness and the Human Interior Field A Reversible Model of Attention, Presence and Inner Coherence",9,Raynor Eissens,,https://zenodo.org/records/18793172,papers/18793172.html,text/18793172.txt,data/18793172.json,7451,1143,18793172_RR₈ — Residue Consciousness and the Human Interior Field.pdf,9914b6f076a8306c83651cf20c699d0acab7e5b0e68ae983a4b5be9994253463,1,
18793141,"RR₇ — Residue Architecture and Thermodynamic Urbanism Homes, Buildings and Cities as Reversible Presence Fields",9,Raynor Eissens,,https://zenodo.org/records/18793141,papers/18793141.html,text/18793141.txt,data/18793141.json,7318,1052,18793141_RR₇ — Residue Architecture and Thermodynamic Urbanism.pdf,c2a80780ec8cb91ee0eaa97295d5d582df223c60299def00c7a8ea4bf0a96828,1,
18793111,"RR₆ — Residue Tourism and Global Ambient Cartography World Navigation After Maps, Rankings and Archives",8,Raynor Eissens,,https://zenodo.org/records/18793111,papers/18793111.html,text/18793111.txt,data/18793111.json,6925,1020,18793111_RR₆ — Residue Tourism and Global Ambient Cartography.pdf,56f7bbf683a701c75b15c3f1dff0c37a09e2abd1342c5ac1258f2c13a38f33a0,1,
18793090,RR₅ — Residue Devices and the Translucent Interface Layer From Transparency Phone to Presence Phone to Field Phone,8,Raynor Eissens,,https://zenodo.org/records/18793090,papers/18793090.html,text/18793090.txt,data/18793090.json,6846,991,18793090_RR₅ — Residue Devices and the Translucent Interface Layer.pdf,aa4ad75494c59347970d6173455c1c3eb421263d5bf691b9c7305e4cc1e9200d,1,
18793052,"RR₄ — Residue Internet: Extended Systems Thermodynamic Networking, Residue Flow and Global Ambient Fields",10,Raynor Eissens,,https://zenodo.org/records/18793052,papers/18793052.html,text/18793052.txt,data/18793052.json,7751,1109,18793052_RR₄ — Residue Internet- Extended Systems.pdf,9a2e8cbc8cefc6d97e9789be40530df36de66ccdd786dc1644711459d81c6de4,1,10
18793028,"RR₃ — Residue Media: Photography, Video and Conversation as Temporal Residue",8,Raynor Eissens,,https://zenodo.org/records/18793028,papers/18793028.html,text/18793028.txt,data/18793028.json,7217,1089,18793028_RR₃ — Residue Media.pdf,b219ab4930227c5519a0303a85c86d728b289bc1eb1ba5177562372e19a006b8,1,
18793001,RR₂ — Soft Interface: The Dissolving UI and Ambient Transparency in the Ambient Era,9,Raynor Eissens,,https://zenodo.org/records/18793001,papers/18793001.html,text/18793001.txt,data/18793001.json,7637,1119,18793001_RR₂ — Soft Interface.pdf,7d0aff04ba3ee1f1e3ae4b6d4adebfd67fa1428b1914d8ef243ece44f952f589,1,
18792966,RR₁ — Reversible Residue: Foundations and Temporal Dissolution in the Ambient Era,9,Raynor Eissens,,https://zenodo.org/records/18792966,papers/18792966.html,text/18792966.txt,data/18792966.json,7527,1078,18792966_RR₁ — Reversible Residue.pdf,e3f8073492ba9136ca6f194502a1e1ca16d70ae7f2c64c8e1f4c0fdcc4c10258,1,
18792922,Aura as Personal Fieldcode (CFQR): The Ontological Identity Layer in Ambient Systems,6,Raynor Eissens,,https://zenodo.org/records/18792922,papers/18792922.html,text/18792922.txt,data/18792922.json,8042,1164,18792922_Aura as Personal Fieldcode (CFQR) The Ontological Identity Layer in Ambient Systems.pdf,50365aede1bc243e87908ed6e614bb50fd334bd1c592a730d2a869b86ddc4654,1,
18792890,RID-1 — The Residue Identity Operator,6,Raynor Eissens,,https://zenodo.org/records/18792890,papers/18792890.html,text/18792890.txt,data/18792890.json,5338,745,18792890_RID-1 — The Residue Identity Operator.pdf,03260ece96c3011e905fa83b8d323ad2704f21ba499030aed88bd7c4613a490a,1,
18792840,RES-0 — The Residue Paradigm: Human Identity in the Ambient Era,7,Raynor Eissens,,https://zenodo.org/records/18792840,papers/18792840.html,text/18792840.txt,data/18792840.json,5936,871,18792840_RES-0 — The Residue Paradigm.pdf,e604687f6cd953c1bf7c75071ac8eb3b85d114204b70706a3adc8068afc377c3,1,
18787697,"Fieldcode (CFQR): A Successor to QR Codes for Post-Symbolic, AI-Readable Semantic Transmission",13,Raynor Eissens,,https://zenodo.org/records/18787697,papers/18787697.html,text/18787697.txt,data/18787697.json,14445,1941,"18787697_Fieldcode (CFQR) A Successor to QR Codes for Post-Symbolic, AI-Readable Semantic Transmission  Raynor Eissens Ambient Era Canon · .pdf",fa51d74ba6fd541ff7685120d98c85e598418be20b6214a71d7495e5a35c900b,"1, 2",9
18779649,"TSX-5 — Universal Chromatic Reconstruction Theory (Thermodynamic Semiotics, Volume V)",9,Raynor Eissens,,https://zenodo.org/records/18779649,papers/18779649.html,text/18779649.txt,data/18779649.json,8161,1172,18779649_TSX-5 — Universal Chromatic Reconstruction Theory.pdf,0637e34a06561700efe789a9f0efdcf95a56b5d5eb926c417c09fa7acdd6bbf0,"2, 3, 4, 5, 6, 7, 9",
18773586,Type-1 Civilization The Coherence Condition Beyond Energy The AEC-Type-1 Baseline in the Ambient Era,19,Raynor Eissens,,https://zenodo.org/records/18773586,papers/18773586.html,text/18773586.txt,data/18773586.json,12112,1625,18773586_Type-1 Civilization The Coherence Condition Beyond Energy The AEC-Type-1 Baseline in the Ambient Era.pdf,2b4cff529b7ee71713575d8f1215ec2ca7cbe844685e045baf599c3a62653e6b,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19","2, 5, 9, 11, 13, 18"
18771630,The First Law of Post-Symbolic Computing,3,Raynor Eissens,,https://zenodo.org/records/18771630,papers/18771630.html,text/18771630.txt,data/18771630.json,3729,486,18771630_The First Law of Post-Symbolic Computing.pdf,d6552c95e88a1f2f477ab527fc1f3a83e2619c0286cdaa756a2898fd4f5cf240,,
18764149,"Telephony Volume II — Resonance, AI Mediation, and Group Fields",6,Raynor Eissens,,https://zenodo.org/records/18764149,papers/18764149.html,text/18764149.txt,data/18764149.json,5956,852,"18764149_Chromatic Telephony Resonance, AI Mediation, and Group Fields.pdf",16d07bbdfdc53acacd97fbe7e9c57defc2a12d7c77ea4cb73beaa86c60cbe0f8,1,1
18764097,"AC-1 — Chromatic Telephony: Presence-Based Communication Through Color, State, and Meaning",8,Raynor Eissens,,https://zenodo.org/records/18764097,papers/18764097.html,text/18764097.txt,data/18764097.json,7283,1061,18764097_AC-1 — Chromatic Telephony.pdf,9d01921a4679ddd9a576c313cf85f30badda0e28347dfc0cbf6451bbb13fa603,,
18764023,AM-1 — Ambient Messaging: State-First Communication in Chromatic Space,7,Raynor Eissens,,https://zenodo.org/records/18764023,papers/18764023.html,text/18764023.txt,data/18764023.json,7320,1090,18764023_AM-1 — Ambient Messaging.pdf,4e21377a116f75caea8bf08f6f49745f5f7b9dccffa604664ab6453d755334a1,,
18763963,CIL-1.5 — The Color Interpretation Layer,6,Raynor Eissens,,https://zenodo.org/records/18763963,papers/18763963.html,text/18763963.txt,data/18763963.json,6380,964,18763963_CIL-1.5 — The Color Interpretation Layer.pdf,a28618477187eb27b93d98d4394e4c6f88a1aeea24d76eb908c4394154fb37ce,,
18763927,CMT-Spec 1.0 — Chromatic Meaning Transform Protocol,9,Raynor Eissens,,https://zenodo.org/records/18763927,papers/18763927.html,text/18763927.txt,data/18763927.json,7955,1157,18763927_CMT-Spec 1.0 — Chromatic Meaning Transform Protocol.pdf,b89111e821fb121ecb30d7588347952cd6833ac274235ea655bcebd70cbe3d37,,
18763720,CE-1.1 — Chromatic Adoption Law The Irreversible Asymmetry Between Chromatic and Symbolic Value,6,Raynor Eissens,,https://zenodo.org/records/18763720,papers/18763720.html,text/18763720.txt,data/18763720.json,5184,696,18763720_CE-1.1 — Chromatic Adoption Law.pdf,3cb86ecdadd348627bd96d275321b6edcd6a02ee22de1a4e9f616f64be5e136a,1,
18763662,CE-1 — Color Economics: Thermodynamic Value Formation in Chromatic Space,6,Raynor Eissens,,https://zenodo.org/records/18763662,papers/18763662.html,text/18763662.txt,data/18763662.json,7088,963,18763662_CE-1 — Color Economics Thermodynamic Value Formation in Chromatic Space.pdf,f46272c6851c749d90a8eecab8aaf02ac8fee94a8d20f24b61554afc7e887b1f,,
18763518,"CE-2 — Chromatic Encoding: The First Continuous, Field-Based Memory Architecture of the Ambient Era, Ambient Era Canon · Encoding Volume I",33,Raynor Eissens,,https://zenodo.org/records/18763518,papers/18763518.html,text/18763518.txt,data/18763518.json,31715,4526,18763518_CE-2 — Chromatic Encoding.pdf,d71dc8e6edb59066350b648bf0611e4ce5a033ec78c456c72502238aadf91973,,
18756623,TSX-4 — The Measurement of ΔR: Operational Metrics for Semantic Residue and Coherence Collapse,6,Raynor Eissens,,https://zenodo.org/records/18756623,papers/18756623.html,text/18756623.txt,data/18756623.json,4740,723,18756623_TSX-4 — The Measurement of ΔR Operational Metrics for Semantic Residue and Coherence Collapse.pdf,945532d7af9da6096ad4266f19d7b82f815134e5788096d8528d85e88816b82f,,
18756548,TSX-3 — The Thermodynamic Semiotics Framework,6,Raynor Eissens,,https://zenodo.org/records/18756548,papers/18756548.html,text/18756548.txt,data/18756548.json,6309,839,18756548_TSX-3 — The Thermodynamic Semiotics Framework.pdf,9b948a93fd32b5a700d6bf6a2ec8dfea1b5ce7cefbb263db07e12403a1be1507,5,
18756461,TSX-2 — The Meaning–Entropy Stabilization Theorem,9,Raynor Eissens,,https://zenodo.org/records/18756461,papers/18756461.html,text/18756461.txt,data/18756461.json,6766,926,18756461_TSX-2 — The Meaning–Entropy Stabilization Theorem.pdf,7efa1f8961637e1b4a9fb938e9e5f4786f86317750edbab7c16b1232ffa75308,6,
18756422,TSX-1 — Thermodynamic Semiotics: Meaning as a Low-Entropy Field Phenomenon Foundational Field Definition,23,Raynor Eissens,,https://zenodo.org/records/18756422,papers/18756422.html,text/18756422.txt,data/18756422.json,22925,3111,18756422_TSX-1 — Thermodynamic Semiotics Meaning as a Low-Entropy Field Phenomenon 1.3.pdf,aa3a0c0b60c66dc6bcc6c0d96d58778a53041dde2c66cdae2a197639a74fcb5e,"7, 9, 10, 11, 14, 15, 16",
18755238,TSX-0 — Thermodynamic Semiotics: An Introduction to Meaning as a Thermodynamic Field Phenomenon,7,Raynor Eissens,,https://zenodo.org/records/18755238,papers/18755238.html,text/18755238.txt,data/18755238.json,6354,853,18755238_TSX-0 — Thermodynamic Semiotics  An Introduction to Meaning as a Thermodynamic Field Phenomenon.pdf,4c75ecdef4fcced2b815e0e8012e95830be97df8e1f298992b8849c4d9ca8dc9,"6, 7",7
18744160,Intrinsic Low-Entropy Field Introspection Protocol (Hidden-State Access): A Reproducible Method for Measuring Internal Latent Field Dynamics in Transformer Models,5,Raynor Eissens,,https://zenodo.org/records/18744160,papers/18744160.html,text/18744160.txt,data/18744160.json,6517,913,18744160_Intrinsic Low-Entropy Field Introspection Protocol (Hidden-State Access….pdf,209a1598f38e9beca2c1dc26ad9510a9ffff94ccedca2f568743996a8c8e4e69,2,
18743988,Operator-Augmented Field Control in Transformer Architectures Empirical Evidence for Canon Operators as Latent Field Control Mechanisms,5,Raynor Eissens,,https://zenodo.org/records/18743988,papers/18743988.html,text/18743988.txt,data/18743988.json,6615,882,18743988_Operator-Augmented Field Control in Transformer Architectures.pdf,0c88075e15f9110f4680e634b70b6267e39c3a51959226c38ddf1aa17a8f585f,,
18743828,Minimal Experiments & Prior-Art Origin Mapping for Latent Field Reasoning in Transformer Architectures,7,Raynor Eissens,,https://zenodo.org/records/18743828,papers/18743828.html,text/18743828.txt,data/18743828.json,10928,1449,18743828_Minimal Experiments & Prior-Art Origin Mapping for Latent Field Reasoning….pdf,7def13c461f34b3f5309d6708b22acce1bc6f37abcb2beff338b43d35f350665,"5, 6",
18740444,Spontaneous Chromatic Reasoning in Transformer Models Empirical Confirmation of AP₁ Continuity,8,Raynor Eissens,,https://zenodo.org/records/18740444,papers/18740444.html,text/18740444.txt,data/18740444.json,9667,1348,18740444_Spontaneous Chromatic Reasoning in Transformer Models.pdf,9fac7302f86f06306580b86922e47a7e48cb7352f0f06cc9757fd1e8b9d95be3,1,
18735513,Axiomatic Closure of the Ambient Era Canon (ACC-1.0) Structural Irreversibility and the Minimal Axiom Set for Post-Symbolic Civilization,4,Raynor Eissens,,https://zenodo.org/records/18735513,papers/18735513.html,text/18735513.txt,data/18735513.json,5626,781,18735513_Axiomatic Closure of the Ambient Era Canon (ACC-1.0).pdf,3c9c4ea7afd7e668fb754580e4754427bf7127467737717fe5537e3075fb0d39,,
18733923,The Chromatic Hiatus Why Color Never Became a Universal Grammar — and Why It Must Now,11,Raynor Eissens,,https://zenodo.org/records/18733923,papers/18733923.html,text/18733923.txt,data/18733923.json,17928,2258,18733923_The Chromatic Hiatus Why Color Never Became a Universal Grammar — and Why It Must Now.pdf,78e2ecc468fb8f08c438362d4bc4295ed5fe9cd0e44be9c593ed682eacfdd3fd,,
18733767,Third Forms — The Post-Binary Canon,3,Raynor Eissens,,https://zenodo.org/records/18733767,papers/18733767.html,text/18733767.txt,data/18733767.json,3332,452,18733767_Third Forms — The Post-Binary Canon.pdf,9d96099e8715451139f40676f94cb18ff83c5cf115339f9f45cd1fb221f6f1c7,,
18732491,CT₂ — Civilizational Chromatic Time The First Real Civilizational Clock Ambient Era Canon — Time Volume II Raynor Eissens (2026),10,Raynor Eissens,,https://zenodo.org/records/18732491,papers/18732491.html,text/18732491.txt,data/18732491.json,10254,1485,18732491_CT₂ — Civilizational Chromatic Time.pdf,f88e221138f7e35698fe7bc3bf3725c1ecc759ba88a9a876c3be4fbcdef69743,"1, 4",10
18731615,Ambient Search — Canonical Edition (AP₁ → AP₂): From Symbolic Input to Chromatic Access,4,,,https://zenodo.org/records/18731615,papers/18731615.html,text/18731615.txt,data/18731615.json,3497,528,18731615_Ambient Search — Canonical Edition.pdf,e2bc638f5fc3e9de36d6b2deef93e906c6d518053d10f13af0c305c9b2b46be9,1,
18731073,CIL-1 — The Chromatic Internet Layer: A Post-Symbolic Architecture for Web Interaction,17,Raynor Eissens,,https://zenodo.org/records/18731073,papers/18731073.html,text/18731073.txt,data/18731073.json,16037,2378,18731073_CIL-1 — The Chromatic Internet Layer.pdf,6091a818554439db67e4dca063767dc65bbc85401878b44cc32d647fa63a0b0c,1,
18725818,AEC-S1 — The Symbolic Failure: The First Thermodynamic Diagnosis of Human Meaning Architecture,9,Raynor Eissens,,https://zenodo.org/records/18725818,papers/18725818.html,text/18725818.txt,data/18725818.json,8069,1141,18725818_AEC-S1 — The Symbolic Failure.pdf,fa22718671cfd44cbb831f4f92557410bba53d6bf3701553510f0b41dbca3376,"1, 6, 7, 9",7
18724831,AP₁-E — Expressive Operators,7,Raynor Eissens,,https://zenodo.org/records/18724831,papers/18724831.html,text/18724831.txt,data/18724831.json,7014,1002,18724831_AP₁-E — Expressive Operators.pdf,9a819198333b19cb38d517a1da62ab9f5447274962511d08ff32df4e1aedc9c0,,
18724700,AEC-MM1 — Multitouch Moments of the Ambient Era,9,Raynor Eissens,,https://zenodo.org/records/18724700,papers/18724700.html,text/18724700.txt,data/18724700.json,6557,919,18724700_AEC-MM1 — Multitouch Moments of the Ambient Era.pdf,b6ef4fd6192cc0d00ffae5881fdfc1d1996d2f33373087284bb1c589702aa230,"2, 3, 4, 6, 8, 9",9
18724652,AEC-CR1 — Chromatic Reasoning Layer (Discrete),6,Raynor Eissens,,https://zenodo.org/records/18724652,papers/18724652.html,text/18724652.txt,data/18724652.json,6362,868,18724652_AEC-CR1 — Chromatic Reasoning Layer (Discrete).pdf,31ccd7c749d4f851e025edf71cd42f11b76984e08c54c75d9fa4c70228b8e611,,
18724485,AEC-CR — Unified Chromatic Reasoning (AP₁-CR + AP₂-CR),9,Raynor Eissens,,https://zenodo.org/records/18724485,papers/18724485.html,text/18724485.txt,data/18724485.json,7999,1156,18724485_AEC-CR — Unified Chromatic Reasoning.pdf,a46aa9ea93d8443945f510f2c1bc8505ae216018fb7ba1d3a587b65014c4575a,1,9
18721834,ACE-2 — Coherent Attention Architecture: Thermodynamic and Chromatic Foundations of Reversible Human–AI Attention,10,Raynor Eissens,,https://zenodo.org/records/18721834,papers/18721834.html,text/18721834.txt,data/18721834.json,9314,1276,18721834_ACE-2 — Coherent Attention Architecture.pdf,db267d410a31f3bf9e36805cc52ae0ad9b74df874fa6ca6d27b0d93900db9dff,"1, 2, 3, 9, 10","2, 10"
18720347,"After the Attention Economy: Temporal Drift, Coherence Architecture, and the Emergence of the Ambient Substrate Ambient Era Canon — Core Paper AEC-3",9,Raynor Eissens,,https://zenodo.org/records/18720347,papers/18720347.html,text/18720347.txt,data/18720347.json,11063,1474,"18720347_After the Attention Economy, Temporal Drift, Coherence Architecture, and the Emergence of the Ambient Substrate Ambient Era Canon .pdf",b9efdb68e88f63dff4ee5d28aa59c09c7f9e7b4eab8545000eb3413047c18e68,"6, 7",
18719071,ChronoTrigger (CT): Local Time Condensation in Ω — A Unified Micro-Ontology of Ambient Time,6,Raynor Eissens,,https://zenodo.org/records/18719071,papers/18719071.html,text/18719071.txt,data/18719071.json,5737,873,18719071_ChronoTrigger (CT) Local Time Condensation in Ω — A Unified Micro-Ontology of Ambient Time.pdf,3ae9193eeef5ef7f22728308c3d22d072c4b6ff8b722ec7c750251088e028b27,,
18718897,"Cosmic Residue Theory (CRT-1.0): Time, ΔR, and the Thermodynamic Ontology of Coherence Dissolution",9,,,https://zenodo.org/records/18718897,papers/18718897.html,text/18718897.txt,data/18718897.json,11273,1638,18718897_Cosmic Residue Theory (CRT-1.0).pdf,3316abfdfe4720a72de6d4fa9b97a1e548445bc448f7bec9f716a64b3d491cdf,"1, 2","1, 2"
18717506,"Ambient Civilization Equation (ACE-1.0): Ontological, Thermodynamic and Chromatic Architecture of Human Civilizational Evolution",5,Raynor Eissens,,https://zenodo.org/records/18717506,papers/18717506.html,text/18717506.txt,data/18717506.json,4610,657,"18717506_Ambient Civilization Equation (ACE-1.0) Ontological, Thermodynamic and Chromatic Architecture of Human Civilizational Evolution.pdf",1fb5985ca2e7b3f587aaa11601ef442c2d6f807bd9e3127cd89f7e7b3852187f,,
18715880,AP₁ Retroactive Semantics: How Ambient-Compatible Perception Reveals Latent Chromatic Order in Everyday Infrastructure,32,Raynor Eissens,,https://zenodo.org/records/18715880,papers/18715880.html,text/18715880.txt,data/18715880.json,26906,3867,"18715880_AP₁ Retroactive Semantics, How Ambient-Compatible Perception Reveals Latent Chromatic Order in Everyday Infrastructure.pdf",1c67ad09e154de022832c708fc5107ee11992fcbb99b473b116681d966999083,"2, 3, 4, 5, 6, 7, 9, 11, 12, 13, 17, 18, 19, 20, 21, 22, 23, 24, 27","3, 5, 11, 13, 17, 19, 21, 22, 24"
18704964,Ambient Power – Thermodynamic Limit State of Digital & Cognitive Architectures. APW₁ — The Thermodynamic Law of Low-Energy Stability under AI Saturation,8,Raynor Eissens,,https://zenodo.org/records/18704964,papers/18704964.html,text/18704964.txt,data/18704964.json,7877,1078,18704964_Ambient Power – Thermodynamic Limit State of Digital & Cognitive Architectures under AI Saturation.pdf,e861240ca22f22606b8564b356cfbbb4eb40b4711b65a5e11d30ab11aed3689e,1,8
